MonthlyCharges_per_Tenure,Contract_Risk_Score,Contract_Month-to-month,Combined_Risk_Score,Contract_Risk_High_Risk,Revenue_per_Service,TenureBin_encoded,tenure,Charges_vs_Tenure_Avg,Internet_No_Support,Contract_Risk_Low_Risk,OnlineSecurity_No,Internet_No_Security,TechSupport_No,Tenure_Category_encoded,Established_Customer,LongContract_AutoPay,Contract_Two year,Tenure_Segment_Very_Low_Risk,EstimatedCLV,Expected_TotalCharges,TenureSegment_0-12m,Tenure_Risk_Score_0,MonthlyCharges,InternetService_Fiber optic,TenureSegment_48+,Tenure_Segment_High_Risk,TotalCharges,PaymentMethod_Electronic check,OnlineSecurity_No internet service,Churn
1.0582006791776315,0.8303963307977823,0.9067615203076359,1.5141415271531151,0.9067615203076359,-0.6016090184191779,-1.2784805597845812,-1.2827281667186554,-0.7307460013358189,1.0130462113164562,-0.5641365915087266,1.0058567745970923,1.0058567745970923,1.0130462113164562,-1.6537847826431198,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.9965286913134419,-0.9965286913134419,1.503672543929802,-1.0965040832194553,-1.1641353596911748,-0.8865999812981921,-0.6842617454926336,1.95248563044141,-0.9956859671732632,1.4057955497142673,-0.5238892770300222,0
-0.47256821852303194,-0.36849584245560657,-1.1028258010559726,-0.7104543738967454,-1.1028258010559726,-0.25361993220049667,-0.2862227722762164,0.06238689314432279,-0.43806910136676624,1.0130462113164562,-0.5641365915087266,-0.9941773274833903,-0.9941773274833903,1.0130462113164562,-0.46130014066537056,0.8876253645985945,-0.6165912623005855,-0.5641365915087266,0.9119893079320697,-0.1546887163766615,-0.1546887163766615,-0.6650384114792244,0.9119893079320697,-0.2628107638888189,-0.8865999812981921,-0.6842617454926336,-0.5121676617788596,-0.17526189837316392,-0.7113409913719342,-0.5238892770300222,0
1.4064203859919575,0.8303963307977823,0.9067615203076359,1.5141415271531151,0.9067615203076359,-0.34222495620689614,-1.2784805597845812,-1.2419671042985652,-0.11582016349034195,1.0130462113164562,-0.5641365915087266,-0.9941773274833903,-0.9941773274833903,1.0130462113164562,-1.6537847826431198,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.9621521054869957,-0.9621521054869957,1.503672543929802,-1.0965040832194553,-0.36591431543816594,-0.8865999812981921,-0.6842617454926336,1.95248563044141,-0.9611422602461275,-0.7113409913719342,-0.5238892770300222,1
-0.5540202774528364,-0.36849584245560657,-1.1028258010559726,-0.7104543738967454,-1.1028258010559726,-0.9746075872203107,0.209906121477966,0.5107585797653155,-0.9988727295169283,-0.9871218003969406,-0.5641365915087266,-0.9941773274833903,-0.9941773274833903,-0.9871218003969406,0.7311845013123787,0.8876253645985945,1.6218199334659145,-0.5641365915087266,0.9119893079320697,-0.16917236461182464,-0.16917236461182464,-0.6650384114792244,0.9119893079320697,-0.7500581929849266,-0.8865999812981921,-0.6842617454926336,-0.5121676617788596,-0.1967689955979131,-0.7113409913719342,-0.5238892770300222,0
2.0529770867987227,0.8303963307977823,0.9067615203076359,1.5141415271531151,0.9067615203076359,4.180918607990748,-1.2784805597845812,-1.2419671042985652,0.46564403486383743,1.0130462113164562,-0.5641365915087266,1.0058567745970923,1.0058567745970923,1.0130462113164562,-1.6537847826431198,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.9472710400746484,-0.9472710400746484,1.503672543929802,-1.0965040832194553,0.19450337604780069,1.1279043775026516,-0.6842617454926336,1.95248563044141,-0.9419513119532744,1.4057955497142673,-0.5238892770300222,1
0.6146922004343163,0.8303963307977823,0.9067615203076359,0.95799255189065,0.9067615203076359,-0.1724462973043116,0.9540994621092396,-0.9974007297780236,1.4633186006493109,1.0130462113164562,-0.5641365915087266,1.0058567745970923,1.0058567745970923,1.0130462113164562,1.3274268223012533,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.6576863902996527,-0.6576863902996527,1.503672543929802,-1.0965040832194553,1.1573575106779928,1.1279043775026516,-0.6842617454926336,-0.5121676617788596,-0.6468739380297155,1.4057955497142673,-0.5238892770300222,1
-0.21393362164207885,0.8303963307977823,0.9067615203076359,0.4018435766281849,0.9067615203076359,0.028629942658597748,-0.7823516660303987,-0.4267458558967602,0.9372443695726709,1.0130462113164562,-0.5641365915087266,1.0058567745970923,1.0058567745970923,1.0130462113164562,-1.057542461654245,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.1441350824492106,-0.1441350824492106,-0.6650384114792244,-1.0965040832194553,0.8064728433084405,1.1279043775026516,-0.6842617454926336,-0.5121676617788596,-0.14883574198829255,-0.7113409913719342,-0.5238892770300222,0
-0.34854414692351926,0.8303963307977823,0.9067615203076359,0.95799255189065,0.9067615203076359,-0.6058963582904554,0.9540994621092396,-0.9158786049378431,-1.003312815194527,1.0130462113164562,-0.5641365915087266,-0.9941773274833903,-0.9941773274833903,1.0130462113164562,1.3274268223012533,-1.1266014242982159,-0.6165912623005855,-0.5641365915087266,-1.0965040832194553,-0.8783412385652296,-0.8783412385652296,1.503672543929802,-1.0965040832194553,-1.1674612807088958,-0.8865999812981921,-0.6842617454926336,-0.5121676617788596,-0.8756653353785345,-0.7113409913719342,-0.5238892770300222,0
-0.2438770561061454,0.8303963307977823,0.9067615203076359,-0.15430539863428028,0.9067615203076359,-0.3836692416292443,-0.5342872191533076,-0.1821794813762187,1.2815883820042295,-0.9871218003969406,-0.5641365915087266,1.0058567745970923,1.0058567745970923,-0.9871218003969406,-0.46130014066537056,0.8876253645985945,-0.6165912623005855,-0.5641365915087266,0.9119893079320697,0.28604693312078155,0.28604693312078155,-0.6650384114792244,0.9119893079320697,1.3286424430906172,1.1279043775026516,-0.6842617454926336,-0.5121676617788596,0.3349746820429117,1.4057955497142673,-0.5238892770300222,1
-0.5572774700403462,-0.36849584245560657,-1.1028258010559726,-0.7104543738967454,-1.1028258010559726,-0.27648574484730964,1.2021639089863307,1.2036966409068497,-0.5033029871214069,1.0130462113164562,-0.5641365915087266,-0.9941773274833903,-0.9941773274833903,1.0130462113164562,0.7311845013123787,0.8876253645985945,1.6218199334659145,-0.5641365915087266,0.9119893079320697,0.5275441044564708,0.5275441044564708,-0.6650384114792244,0.9119893079320697,-0.28941813203058603,-0.8865999812981921,1.4614290607171838,-0.5121676617788596,0.5299282464247919,-0.7113409913719342,-0.5238892770300222,0
